Instance,claim inactive tasks,Inactive tasks,Inactive indicator, The number of successors, Successors
j200201_1.sm,4,4,1 0 0 10 2 3 4 5 6 7 8 9 11 21,0 17 9 5 16 15 13 12 10,0 8 7 4 20 17 16 13,0 11 9 3 13 12 10,0 6 6 3 20 13 10,0 16 9 3 19 14 13,0 8 4 2 15 14,0 10 8 2 14 10,0 3 2 2 19 13,1 2 1 2 19 18,0 4 2 2 19 18,0 13 9 1 14,0 2 1 1 18,0 10 8 1 18,0 7 4 1 19,1 10 8 1 19,0 14 10 1 18,0 2 2 1 22,0 10 10 1 22,0 2 2 1 22,0 1 1 1 22,1 0 0 0
j200201_2.sm,4,4,1 0 0 10 2 6 7 8 9 17 18 19 20 21,1 6 5 4 16 15 5 3,0 3 3 2 10 4,0 4 3 1 11,0 6 3 1 10,0 9 5 1 14,0 1 1 1 13,0 13 9 1 12,0 11 6 1 12,0 5 3 1 22,0 3 2 1 22,0 9 7 1 22,0 6 6 1 22,0 1 1 1 22,0 9 7 1 22,0 15 8 1 22,0 7 6 1 22,0 12 8 1 22,1 3 2 1 22,0 12 9 1 22,0 15 9 1 22,1 0 0 0
j200201_3.sm,4,4,1 0 0 10 2 3 4 5 6 7 8 9 11 12,0 6 3 4 21 20 14 13,0 10 7 4 20 17 14 13,0 11 10 4 20 16 14 13,0 9 5 3 19 15 14,0 10 5 2 21 10,0 18 10 4 21 20 19 18,1 20 10 3 20 19 16,0 3 3 3 20 19 18,0 9 9 2 18 13,0 6 3 2 21 15,0 17 9 2 20 18,0 14 7 1 19,0 11 6 1 18,0 2 2 1 20,0 11 10 1 18,1 8 8 1 19,0 11 6 1 22,0 13 8 1 22,0 17 9 1 22,0 4 3 1 22,1 0 0 0
j200201_4.sm,4,4,1 0 0 6 2 3 6 7 11 21,0 7 5 6 18 17 14 9 5 4,0 4 4 4 18 17 14 5,0 5 3 5 19 15 13 10 8,0 6 4 3 16 13 8,0 15 8 3 20 14 8,0 14 10 2 9 8,0 15 9 1 12,0 10 7 1 12,1 12 9 1 12,0 5 5 1 15,0 4 3 1 22,0 8 4 1 22,0 12 9 1 22,0 9 8 1 22,0 1 1 1 22,0 8 7 1 22,1 8 4 1 22,0 2 2 1 22,0 16 10 1 22,0 6 6 1 22,1 0 0 0
j200201_5.sm,4,4,1 0 0 8 2 3 4 5 6 7 8 11,0 8 7 6 21 16 15 14 13 9,0 8 8 4 21 14 13 9,0 3 2 4 15 14 13 9,0 8 8 3 20 13 10,0 8 6 2 13 9,0 12 6 5 21 20 19 13 12,0 5 5 4 21 20 15 12,0 14 8 4 20 19 18 12,0 11 8 3 18 17 14,0 11 7 2 18 17,0 12 9 1 17,0 10 5 1 17,0 17 9 1 19,0 9 5 1 18,1 20 10 1 18,0 6 5 1 22,1 2 2 1 22,0 9 7 1 22,0 1 1 1 22,0 10 8 1 22,1 0 0 0
j200201_6.sm,4,4,1 0 0 12 2 4 5 7 8 9 10 11 12 19 20 21,0 6 4 2 18 3,0 9 7 3 16 15 6,1 15 9 3 17 15 13,0 19 10 2 15 13,0 6 4 1 13,1 6 3 1 14,0 6 4 1 14,0 10 5 1 14,0 2 1 1 14,0 7 4 1 13,0 1 1 1 13,0 15 9 1 22,0 13 7 1 22,0 20 10 1 22,0 1 1 1 22,0 6 4 1 22,0 4 2 1 22,0 8 4 1 22,0 13 7 1 22,0 9 7 1 22,1 0 0 0
j200201_7.sm,4,4,1 0 0 13 2 10 11 12 13 14 15 16 17 18 19 20 21,0 8 5 4 9 8 7 3,0 2 2 2 6 4,0 12 6 1 5,0 13 9 1 22,0 2 2 1 22,0 11 7 1 22,1 8 8 1 22,0 3 3 1 22,0 12 9 1 22,0 4 3 1 22,0 9 7 1 22,0 3 2 1 22,0 8 7 1 22,0 13 8 1 22,0 6 4 1 22,0 7 6 1 22,1 14 8 1 22,0 8 6 1 22,0 2 1 1 22,0 16 8 1 22,1 0 0 0
j200201_8.sm,4,4,1 0 0 8 2 3 4 8 9 10 13 14,0 12 8 3 21 11 7,0 2 1 3 20 11 5,1 18 10 2 19 6,1 8 6 3 18 15 12,0 11 8 3 18 16 15,0 10 9 3 18 16 15,0 7 7 3 19 16 15,0 12 6 2 16 15,0 3 2 2 16 15,0 2 1 1 17,0 12 10 1 17,0 5 3 1 17,0 8 5 1 16,0 1 1 1 22,0 8 5 1 22,0 9 7 1 22,0 8 8 1 22,0 2 1 1 22,0 3 2 1 22,0 4 3 1 22,1 0 0 0
j200201_9.sm,4,4,1 0 0 7 2 3 4 5 7 8 21,0 17 10 5 20 14 13 11 6,1 10 8 3 13 11 6,0 4 4 4 18 13 11 10,0 5 3 4 18 12 11 10,0 11 8 3 18 12 10,0 2 1 2 10 9,0 7 6 2 18 10,0 3 2 4 18 17 16 15,0 6 3 3 17 16 15,0 10 7 2 19 15,0 4 3 2 19 15,0 15 10 1 15,1 4 2 1 15,0 19 10 1 22,0 7 5 1 22,0 1 1 1 22,0 3 3 1 22,0 3 3 1 22,0 6 5 1 22,0 10 5 1 22,1 0 0 0
j200201_10.sm,4,4,1 0 0 8 2 3 4 5 6 8 9 10,0 9 9 5 15 14 13 11 7,0 8 6 5 19 16 14 13 7,0 18 10 6 19 17 16 15 14 13,0 4 3 5 18 17 16 13 12,0 16 8 4 17 13 12 11,0 14 7 3 18 17 12,0 5 5 3 19 17 16,0 15 9 3 17 16 12,0 6 6 3 20 17 16,0 18 10 2 20 16,0 18 10 2 21 20,0 6 4 2 21 20,0 4 2 2 21 20,0 14 9 2 21 20,0 20 10 1 21,1 2 1 1 21,0 5 3 1 20,0 4 3 1 20,0 7 6 1 22,1 1 1 1 22,1 0 0 0
j200301_1.sm,4,4,1 0 0 14 2 9 10 11 12 13 14 15 16 17 18 19 20 21,0 2 1 1 3,0 10 8 2 8 4,0 13 10 1 5,1 5 3 1 6,0 3 2 1 7,0 1 1 1 22,0 8 4 1 22,0 13 7 1 22,0 13 8 1 22,0 3 2 1 22,1 13 8 1 22,0 5 3 1 22,0 6 3 1 22,0 2 1 1 22,0 6 4 1 22,0 16 10 1 22,0 5 5 1 22,0 8 7 1 22,0 5 5 1 22,0 2 2 1 22,1 0 0 0
j200301_2.sm,4,4,1 0 0 7 2 4 5 7 8 17 18,0 2 1 2 16 3,0 14 8 4 15 11 10 6,0 11 8 3 16 15 6,0 14 8 3 15 10 6,0 15 10 4 21 14 13 9,0 3 2 3 16 13 9,0 10 5 1 9,1 1 1 1 12,0 17 10 1 12,0 12 8 1 12,0 8 5 1 19,0 2 2 1 20,0 4 4 1 20,0 7 5 1 19,0 10 5 1 19,0 7 5 1 20,0 9 5 1 19,0 8 5 1 22,1 8 8 1 22,0 2 1 1 22,1 0 0 0
j200301_3.sm,4,4,1 0 0 4 2 4 7 13,0 13 9 2 6 3,0 8 4 4 21 12 8 5,0 13 7 7 21 20 19 18 16 15 10,1 12 6 6 20 19 18 17 16 9,0 5 4 5 19 18 16 15 14,0 10 5 4 17 16 15 14,0 13 9 3 17 15 11,1 11 7 2 15 11,0 13 7 1 11,0 10 5 1 14,0 17 9 1 14,0 10 5 1 15,0 8 4 1 22,0 6 6 1 22,0 17 10 1 22,0 4 2 1 22,0 17 9 1 22,0 2 2 1 22,0 3 3 1 22,0 16 8 1 22,1 0 0 0
j200301_4.sm,4,4,1 0 0 6 2 5 6 7 9 10,0 6 3 2 4 3,0 9 6 8 21 20 19 18 17 14 13 12,0 18 9 3 21 13 8,0 1 1 6 20 19 18 17 16 12,0 10 8 3 17 13 11,1 10 5 4 17 16 13 12,0 3 2 2 18 11,0 7 4 2 19 11,0 8 6 1 11,0 2 2 2 16 12,0 16 10 1 15,1 7 6 1 15,0 3 2 1 16,0 10 5 1 22,0 16 10 1 22,0 8 7 1 22,0 4 2 1 22,0 12 6 1 22,0 1 1 1 22,0 10 6 1 22,1 0 0 0
j200301_5.sm,4,4,1 0 0 8 2 4 5 6 8 9 12 13,0 8 7 4 20 18 16 3,0 14 9 4 21 17 15 7,0 12 6 4 18 17 15 14,0 11 6 4 18 17 15 14,0 17 9 3 16 15 11,0 13 7 2 19 10,0 14 8 3 20 16 14,0 5 4 2 16 14,0 5 4 1 11,1 11 6 1 14,1 4 2 1 15,0 15 9 1 15,0 4 2 1 22,0 4 3 1 22,0 5 4 1 22,0 14 8 1 22,0 3 3 1 22,0 11 7 1 22,0 1 1 1 22,0 13 10 1 22,1 0 0 0
j200301_6.sm,4,4,1 0 0 10 2 5 8 9 16 17 18 19 20 21,0 2 2 1 3,0 4 2 3 15 11 4,0 2 2 4 14 13 12 6,0 16 8 2 12 6,0 3 3 1 7,0 7 7 1 10,0 6 5 1 11,0 20 10 1 11,0 8 6 1 22,1 4 2 1 22,0 14 8 1 22,0 11 8 1 22,0 6 5 1 22,1 12 9 1 22,0 7 6 1 22,0 5 3 1 22,0 2 2 1 22,0 15 8 1 22,0 17 9 1 22,0 10 5 1 22,1 0 0 0
j200301_7.sm,4,4,1 0 0 2 2 3,0 11 8 3 8 5 4,0 14 8 3 9 8 6,0 10 10 3 11 9 6,0 6 5 2 9 7,0 19 10 4 18 13 12 7,0 13 10 4 20 19 14 10,0 19 10 3 16 14 11,0 16 10 5 18 15 14 13 12,0 11 7 3 17 16 15,0 2 2 3 21 13 12,0 12 6 1 22,0 3 2 1 22,0 7 6 1 22,0 4 4 1 22,0 4 3 1 22,1 9 5 1 22,0 2 1 1 22,0 10 6 1 22,1 2 2 1 22,0 5 4 1 22,1 0 0 0
j200301_8.sm,4,4,1 0 0 8 2 4 6 7 8 11 12 13,0 19 10 5 21 20 16 15 3,0 15 10 2 17 5,0 2 2 3 16 15 10,0 6 3 2 18 9,0 10 7 3 20 16 14,0 14 9 3 19 17 15,0 12 8 3 19 15 14,0 5 4 1 10,1 13 9 1 14,0 15 10 1 16,0 9 5 1 15,0 2 1 1 15,0 12 9 1 22,0 2 1 1 22,0 4 2 1 22,0 3 3 1 22,0 11 9 1 22,0 10 5 1 22,0 8 8 1 22,1 8 4 1 22,1 0 0 0
j200301_9.sm,4,4,1 0 0 4 2 3 4 5,0 4 3 3 9 8 6,0 6 3 3 8 7 6,0 1 1 2 8 6,0 1 1 3 12 11 9,0 4 4 3 12 11 10,0 9 7 2 11 10,0 9 7 2 14 10,1 11 10 1 10,0 18 10 3 16 15 13,0 16 10 3 16 14 13,0 14 10 2 17 14,1 4 3 3 21 19 18,0 8 4 3 21 20 19,0 14 9 2 20 17,0 6 6 2 19 18,0 2 1 1 18,0 6 3 1 22,0 6 5 1 22,0 5 5 1 22,0 1 1 1 22,1 0 0 0
j200301_10.sm,4,4,1 0 0 11 2 3 6 8 10 16 17 18 19 20 21,0 1 1 3 15 13 4,0 12 6 2 14 7,0 4 2 1 5,0 2 2 1 7,0 16 9 1 7,0 13 10 2 12 9,0 16 9 2 12 11,0 7 7 1 11,0 11 9 1 13,0 12 10 1 22,0 9 9 1 22,0 15 8 1 22,0 4 4 1 22,1 14 9 1 22,1 11 8 1 22,0 6 5 1 22,0 2 1 1 22,0 5 3 1 22,0 2 2 1 22,0 17 10 1 22,1 0 0 0
j200401_1.sm,4,4,1 0 0 3 2 3 4,0 11 9 2 9 5,0 10 9 2 9 5,1 8 4 2 16 6,0 8 6 1 6,0 6 4 2 10 7,0 12 9 4 21 13 12 8,0 8 4 3 20 19 11,0 1 1 3 20 17 12,0 7 5 3 21 19 14,0 1 1 2 15 14,0 13 7 1 15,0 2 1 1 14,0 15 10 1 17,0 13 7 1 18,0 11 8 1 17,1 4 3 1 22,0 7 6 1 22,0 8 5 1 22,0 6 3 1 22,0 9 5 1 22,1 0 0 0
j200401_2.sm,4,4,1 0 0 4 2 3 6 8,0 5 4 3 21 13 4,0 10 6 3 21 15 5,0 16 10 2 15 5,0 5 5 3 12 10 7,0 9 7 2 12 7,1 4 3 2 20 9,0 4 3 2 15 10,0 12 6 2 19 11,1 5 5 1 11,0 4 2 2 18 14,0 3 3 2 19 14,0 10 5 3 18 17 16,0 3 3 2 17 16,0 8 5 2 17 16,0 12 9 1 22,0 14 7 1 22,0 13 9 1 22,0 6 5 1 22,0 10 10 1 22,0 4 2 1 22,1 0 0 0
j200401_3.sm,4,4,1 0 0 2 2 13,0 6 3 2 10 3,0 6 6 3 6 5 4,0 5 4 3 9 8 7,0 1 1 3 17 8 7,0 3 3 3 17 14 11,0 12 6 2 14 11,0 7 5 2 14 11,0 20 10 6 21 20 17 16 15 14,0 4 4 1 11,0 16 8 1 12,0 7 5 5 21 20 19 16 15,0 2 1 2 15 14,1 10 7 2 19 18,0 6 3 1 18,0 15 9 1 18,0 8 8 1 19,0 5 4 1 22,0 1 1 1 22,0 10 6 1 22,1 3 3 1 22,1 0 0 0
j200401_4.sm,4,4,1 0 0 7 2 9 17 18 19 20 21,0 12 6 3 16 15 3,0 5 4 3 13 12 4,0 4 4 1 5,1 4 2 1 6,0 3 2 2 11 7,0 8 6 1 8,0 3 3 1 10,0 5 4 1 14,0 12 10 1 22,0 5 5 1 22,0 3 3 1 22,0 2 1 1 22,0 6 6 1 22,0 9 5 1 22,0 13 7 1 22,0 5 3 1 22,0 8 4 1 22,1 11 10 1 22,0 15 9 1 22,0 7 4 1 22,1 0 0 0
j200401_5.sm,4,4,1 0 0 3 2 3 4,1 8 7 2 6 5,0 17 10 4 12 11 10 7,0 6 3 4 16 10 9 8,0 1 1 2 9 7,0 2 1 5 16 12 11 10 8,0 16 8 3 16 14 8,0 7 5 3 21 18 13,0 13 7 2 14 11,0 12 10 2 18 13,0 12 9 3 21 20 15,0 9 9 3 21 20 15,0 12 6 2 20 15,0 4 3 1 15,0 3 2 1 17,0 1 1 1 18,0 3 2 1 19,1 6 3 1 19,0 2 1 1 22,0 9 5 1 22,0 16 9 1 22,1 0 0 0
j200401_6.sm,4,4,1 0 0 3 2 5 17,0 4 3 4 16 13 6 3,0 11 9 2 21 4,0 3 3 3 19 15 8,0 12 8 3 20 10 7,1 3 2 3 20 12 9,0 12 6 2 19 11,0 11 6 1 10,0 16 9 2 21 14,0 8 4 1 11,0 11 7 1 14,0 8 7 1 14,0 9 9 1 14,0 6 4 1 18,0 16 10 1 18,0 10 9 1 19,0 1 1 1 20,0 9 7 1 22,1 6 5 1 22,0 13 10 1 22,0 4 2 1 22,1 0 0 0
j200401_7.sm,4,4,1 0 0 3 2 3 5,0 2 1 2 8 6,0 9 5 1 4,0 20 10 4 12 11 8 7,0 9 9 1 6,0 7 4 3 12 11 7,0 2 1 2 10 9,0 1 1 2 15 10,0 4 4 4 18 16 15 13,0 6 6 3 18 16 13,1 3 3 3 16 15 13,0 6 6 3 16 15 13,0 10 5 1 14,0 17 10 3 21 20 17,0 6 4 2 20 17,0 9 5 2 20 19,0 11 6 1 19,0 7 7 1 19,0 7 4 1 22,1 6 3 1 22,0 2 2 1 22,1 0 0 0
j200401_8.sm,4,4,1 0 0 5 2 6 11 20 21,0 5 5 2 19 3,0 1 1 3 18 17 4,0 8 8 2 16 5,0 2 1 3 15 10 7,0 20 10 3 16 15 7,0 4 3 3 14 12 8,0 6 6 1 9,1 9 8 1 13,0 4 2 1 12,1 10 6 1 12,0 10 5 1 22,0 12 6 1 22,0 10 10 1 22,0 4 2 1 22,0 9 6 1 22,0 1 1 1 22,0 1 1 1 22,0 6 3 1 22,0 11 6 1 22,0 7 6 1 22,1 0 0 0
j200401_9.sm,4,4,1 0 0 5 2 3 5 7 8,0 14 10 4 21 14 12 4,0 12 10 4 21 19 12 9,0 3 3 2 19 6,1 2 1 4 18 17 14 10,0 1 1 3 18 17 9,0 9 5 2 14 10,0 4 3 4 18 17 14 13,0 14 9 1 10,0 2 1 1 11,0 16 10 2 16 13,0 8 5 2 20 15,0 17 10 1 15,1 9 7 1 15,0 12 8 1 22,0 3 3 1 22,0 18 9 1 22,0 10 9 1 22,0 2 2 1 22,0 14 9 1 22,0 14 10 1 22,1 0 0 0
j200401_10.sm,4,4,1 0 0 4 2 3 4 5,0 9 5 3 11 9 6,0 1 1 3 11 9 6,0 1 1 3 11 7 6,0 14 10 3 11 10 8,0 16 9 2 10 8,0 2 2 2 10 8,0 9 5 2 14 12,0 12 8 2 14 12,0 9 7 3 16 14 13,0 3 3 3 16 14 13,0 8 4 2 16 13,0 12 7 3 21 18 17,0 2 1 1 15,1 12 7 2 18 17,0 2 1 2 21 18,0 12 6 1 19,0 3 3 1 20,0 5 3 1 20,1 6 4 1 22,0 12 8 1 22,1 0 0 0
j200501_1.sm,4,4,1 0 0 2 2 21,0 15 8 1 3,0 7 4 2 20 4,0 18 10 2 12 5,0 6 3 3 19 9 6,0 19 10 2 17 7,0 14 9 1 8,0 10 7 3 16 15 10,0 9 8 2 15 10,0 3 3 2 14 11,1 11 7 1 13,0 12 7 1 18,0 9 7 1 22,0 6 6 1 22,1 10 8 1 22,0 19 10 1 22,0 1 1 1 22,0 8 6 1 22,0 5 4 1 22,0 6 6 1 22,0 9 7 1 22,1 0 0 0
j200501_2.sm,4,4,1 0 0 1 2,0 2 1 1 3,0 8 5 2 5 4,0 12 8 2 8 6,0 9 5 1 6,0 1 1 2 9 7,0 10 6 3 12 11 10,0 20 10 2 10 9,1 16 9 3 15 14 13,0 4 4 2 14 13,0 4 3 2 15 14,0 17 10 1 13,0 12 7 2 18 16,0 15 10 2 18 16,0 9 5 3 21 20 18,0 5 4 2 21 17,1 9 6 2 20 19,0 3 2 1 19,0 2 2 1 22,0 7 6 1 22,0 9 6 1 22,1 0 0 0
j200501_3.sm,4,4,1 0 0 5 2 6 7 9 21,0 13 9 3 12 11 3,0 6 6 2 17 4,0 1 1 1 5,0 7 5 2 14 8,0 4 2 2 20 11,0 9 8 2 17 13,0 11 6 1 10,0 1 1 1 10,0 2 1 2 19 13,0 6 6 2 19 13,1 7 4 1 13,0 5 4 1 15,0 9 8 2 20 19,0 1 1 1 16,0 6 3 1 18,0 1 1 1 19,1 7 6 1 22,0 10 7 1 22,0 2 1 1 22,0 10 5 1 22,1 0 0 0
j200501_4.sm,4,4,1 0 0 3 2 5 8,0 2 2 2 10 3,0 10 8 2 21 4,0 4 2 2 11 6,0 3 2 4 17 16 12 10,0 10 10 2 20 7,0 20 10 2 16 9,0 8 7 2 10 9,0 3 2 3 19 14 12,0 7 5 2 19 14,0 19 10 1 12,0 20 10 1 13,1 4 3 1 15,0 11 10 1 15,0 6 4 1 18,0 12 9 1 19,0 12 7 1 20,0 7 4 1 22,0 2 1 1 22,1 8 4 1 22,0 20 10 1 22,1 0 0 0
j200501_5.sm,4,4,1 0 0 3 2 5 9,0 16 8 2 12 3,0 5 5 2 21 4,0 13 8 3 20 10 6,0 7 7 4 17 16 12 11,0 17 10 2 14 7,0 9 6 2 16 8,0 1 1 2 19 11,0 12 7 2 14 11,0 14 8 1 11,0 19 10 1 13,0 11 7 1 14,1 11 6 1 15,0 18 10 1 15,1 9 8 1 18,0 5 3 1 19,0 1 1 1 20,0 1 1 1 22,0 17 9 1 22,0 9 8 1 22,0 6 5 1 22,1 0 0 0
j200501_6.sm,4,4,1 0 0 3 2 4 6,0 4 3 1 3,0 20 10 2 7 5,0 9 9 2 11 7,0 10 8 2 11 8,0 2 1 2 11 8,0 11 7 1 8,0 15 8 1 9,0 4 2 2 15 10,0 7 7 2 13 12,0 8 8 3 17 14 13,0 2 1 3 17 16 14,0 14 8 2 18 16,0 4 3 2 20 18,1 7 4 2 21 18,0 12 6 2 21 20,0 20 10 2 20 19,0 5 4 1 19,1 14 8 1 22,0 10 7 1 22,0 2 1 1 22,1 0 0 0
j200501_7.sm,4,4,1 0 0 1 2,0 7 4 1 3,0 11 9 2 5 4,0 13 7 1 6,1 5 4 1 6,1 2 2 1 7,0 10 9 2 9 8,0 16 9 2 12 10,0 4 4 1 10,0 18 10 4 15 14 13 11,0 15 10 5 21 20 18 17 16,0 6 3 5 21 20 18 17 16,0 8 8 4 21 20 17 16,0 16 9 4 20 18 17 16,0 3 2 2 21 20,0 2 2 1 19,0 4 3 1 19,0 10 6 1 19,0 10 7 1 22,0 6 3 1 22,0 4 2 1 22,1 0 0 0
j200501_8.sm,4,4,1 0 0 2 2 3,0 12 6 2 6 5,0 10 10 2 8 4,0 15 8 1 5,0 17 9 3 15 11 7,0 11 7 2 9 8,0 10 10 2 13 9,0 16 10 2 15 11,0 8 6 1 10,0 4 2 2 14 12,0 14 7 2 14 12,1 10 6 3 18 17 16,0 1 1 3 21 17 16,0 5 4 2 21 19,0 18 10 1 16,0 11 7 1 19,0 10 7 1 19,1 11 8 1 19,0 7 4 1 20,0 3 3 1 22,0 10 5 1 22,1 0 0 0
j200501_9.sm,4,4,1 0 0 5 2 18 19 20 21,0 2 1 4 17 16 15 3,0 10 9 1 4,0 8 4 3 14 13 5,0 8 6 1 6,1 12 6 2 12 7,0 2 1 1 8,0 8 8 1 9,0 2 1 1 10,1 17 9 1 11,0 1 1 1 22,0 7 5 1 22,0 8 7 1 22,0 8 6 1 22,0 14 8 1 22,0 1 1 1 22,0 2 2 1 22,0 16 10 1 22,0 14 8 1 22,0 2 1 1 22,0 9 7 1 22,1 0 0 0
j200501_10.sm,4,4,1 0 0 2 2 3,0 8 7 4 10 9 8 4,0 2 1 4 10 9 7 6,1 7 4 1 5,0 3 2 2 12 7,0 6 3 2 12 8,0 4 3 2 15 11,0 3 3 2 15 11,0 11 6 2 15 11,0 16 9 2 12 11,0 6 6 2 14 13,0 16 8 1 13,0 8 4 1 16,0 2 1 1 16,0 8 6 1 16,1 1 1 2 19 17,0 11 9 2 20 18,0 14 10 1 21,0 13 7 1 20,0 2 1 1 22,0 2 1 1 22,1 0 0 0
j200601_1.sm,4,4,1 0 0 2 2 4,0 7 7 1 3,0 2 2 3 9 7 5,0 12 6 2 7 5,0 4 2 2 8 6,0 10 6 2 12 10,0 4 3 1 8,0 4 3 1 10,0 3 2 1 10,0 7 5 1 11,0 10 9 1 13,0 9 6 1 13,0 9 6 2 16 14,1 7 5 1 15,1 6 4 3 20 19 17,0 6 6 3 20 19 17,0 8 8 1 18,0 1 1 1 21,0 14 9 1 21,0 12 10 1 21,0 10 5 1 22,1 0 0 0
